customer_id,tenure_months,age,income_estimate,checking_balance,savings_balance,cd_balance,investment_balance,monthly_transactions,avg_transaction_amount,debit_card_usage,atm_withdrawals,mobile_logins_monthly,online_logins_monthly,branch_visits_monthly,has_mortgage,has_auto_loan,has_credit_card,has_personal_loan,total_deposits,total_relationship,num_products,digital_engagement
89,130,34,20000.0,3997.14,2910.13,0.0,0.0,25,62.77,9,5,22,8,0.2,1,0,0,1,6907.27,6907.27,3,30
90,38,38,21566.0,131.06,1846.21,706.9,0.0,17,64.35,13,2,7,13,0.0,0,1,0,0,2684.17,2684.17,3,20
91,7,30,62775.0,195.05,0.0,0.0,4.54,24,30.83,11,2,18,5,1.2,1,0,1,0,195.05,199.59,3,23
92,74,24,60884.0,100.0,281.59,4591.73,0.0,29,55.29,15,2,24,6,0.0,0,0,1,0,4973.32,4973.32,3,30
93,85,49,35147.0,325.68,2811.0,2030.79,58746.54,24,10.0,14,3,7,6,1.0,0,0,1,0,5167.469999999999,63914.01,4,13
94,49,41,162694.0,4605.72,0.0,0.0,0.0,29,23.34,5,7,8,7,3.0,0,0,1,0,4605.72,4605.72,1,15
95,88,60,67413.0,2381.34,3184.49,20123.09,0.0,27,70.67,12,4,12,7,1.0,0,0,1,1,25688.92,25688.92,4,19
96,40,34,61612.0,786.61,0.0,5220.33,3819.64,27,10.84,27,3,16,4,0.0,0,0,0,0,6006.94,9826.58,2,20
97,44,44,113493.0,1060.56,14017.27,0.0,0.0,22,25.36,14,2,17,7,1.0,0,1,0,0,15077.83,15077.83,2,24
98,33,46,37450.0,390.2,2936.69,0.0,0.0,23,42.77,15,1,9,4,2.0,1,0,0,0,3326.89,3326.89,2,13
99,3,24,93697.0,1490.9,4598.01,1879.44,614.27,22,17.68,18,1,10,8,0.0,1,0,1,0,7968.35,8582.62,5,18
100,6,41,96352.0,3459.29,5384.78,6013.59,0.0,33,33.31,15,3,9,10,0.0,0,0,0,0,14857.66,14857.66,2,19
101,3,35,29226.0,100.0,6678.17,0.0,0.0,17,45.08,16,10,15,11,2.0,0,0,0,0,6778.17,6778.17,1,26
102,60,65,93129.0,1718.95,77.38,14201.4,0.0,22,42.16,13,2,16,11,0.0,0,0,0,0,15997.73,15997.73,2,27
103,22,41,48694.0,4441.08,1631.0,1913.72,0.0,31,24.03,11,2,12,7,0.0,0,1,0,0,7985.8,7985.8,3,19
104,42,46,51285.0,588.37,153.1,0.0,13836.09,32,17.06,17,3,12,5,0.0,0,0,1,1,741.47,14577.56,4,17
105,142,26,86200.0,3137.09,38428.78,0.0,47138.55,24,45.46,14,2,18,9,1.0,0,0,1,0,41565.869999999995,88704.42,3,27
106,17,53,191705.0,74755.77,2639.38,0.0,0.0,26,43.44,21,0,4,4,2.0,1,0,0,0,77395.15000000001,77395.15000000001,2,8
107,31,53,49669.0,937.75,0.0,0.0,0.0,23,41.76,14,8,9,4,0.0,0,0,1,0,937.75,937.75,1,13
108,84,18,98202.0,1978.24,0.0,0.0,0.0,27,36.29,17,3,14,4,0.0,1,0,0,0,1978.24,1978.24,1,18
109,15,49,27884.0,362.46,6937.17,2806.58,0.0,27,43.47,12,3,18,8,3.0,0,0,1,1,10106.21,10106.21,4,26
110,4,48,61997.0,1439.25,311.92,0.0,0.0,29,66.79,16,4,14,9,3.0,0,0,1,0,1751.17,1751.17,2,23
111,20,48,40815.0,2187.27,2586.83,307.18,0.0,26,42.43,16,3,7,3,2.0,0,0,0,0,5081.280000000001,5081.280000000001,2,10
112,10,49,52637.0,1468.89,1524.87,0.0,0.0,19,35.81,14,2,10,9,1.0,0,0,0,0,2993.76,2993.76,1,19
113,159,22,129017.0,237.57,91.01,7687.65,0.0,22,21.73,13,2,18,5,0.0,0,0,1,0,8016.23,8016.23,3,23
114,99,50,46276.0,1494.49,749.53,25402.53,12905.45,30,100.35,8,3,8,11,1.0,0,1,1,0,27646.55,40552.0,5,19
115,60,45,36813.0,9830.98,2065.07,18484.2,0.0,23,13.48,15,4,11,12,1.0,0,0,1,0,30380.25,30380.25,3,23
116,123,40,218969.0,3224.13,2368.7,26468.96,146334.01,29,28.16,12,1,7,7,0.0,0,0,0,0,32061.79,178395.80000000002,3,14
117,97,49,85784.0,4642.37,0.0,5045.92,0.0,26,22.04,13,3,8,7,3.0,1,0,0,0,9688.29,9688.29,2,15
118,12,52,63840.0,768.53,29831.83,0.0,8700.82,32,10.0,13,2,15,6,2.0,0,0,1,1,30600.36,39301.18,4,21
119,133,71,53033.0,3377.36,2430.36,0.0,93675.28,19,43.95,15,4,9,7,0.0,0,0,0,1,5807.72,99483.0,3,16
120,46,32,33474.0,1667.2,0.0,0.0,1623.14,27,28.15,17,3,18,5,0.4,1,0,1,0,1667.2,3290.34,3,23
121,98,54,48418.0,263.39,0.0,0.0,0.0,32,33.97,12,3,12,5,0.0,1,0,1,0,263.39,263.39,2,17
122,135,58,118221.0,1768.31,616.37,0.0,0.0,10,28.7,8,5,8,7,1.0,0,0,1,0,2384.68,2384.68,2,15
123,22,77,43389.0,247.76,0.0,9686.13,0.0,28,60.5,10,2,6,3,2.0,1,0,1,0,9933.89,9933.89,3,9
124,6,18,87132.0,424.4,1430.6,20369.49,0.0,20,67.03,21,4,40,15,0.4,0,0,1,0,22224.49,22224.49,3,55
125,15,59,20000.0,1456.79,496.13,0.0,1529426.2,20,13.72,13,1,10,8,1.0,0,0,1,0,1952.92,1531379.1199999999,3,18
126,33,23,116045.0,1712.77,9385.25,12567.04,0.0,29,135.95,18,4,7,13,1.0,0,0,1,0,23665.06,23665.06,3,20
127,102,50,39082.0,184.22,0.0,0.0,0.0,26,27.33,14,2,11,11,0.0,0,0,0,0,184.22,184.22,0,22
128,118,39,83015.0,5329.32,12703.83,0.0,0.0,22,52.99,15,2,10,6,3.0,0,0,1,0,18033.15,18033.15,2,16
129,3,55,67183.0,2586.37,18881.83,0.0,0.0,23,38.25,11,2,5,6,2.0,1,0,0,0,21468.2,21468.2,2,11
130,42,68,40903.0,381.04,1052.31,0.0,8463.65,20,36.04,12,1,13,8,1.0,0,0,0,0,1433.35,9897.0,2,21
131,32,30,245009.0,109.25,122.09,0.0,0.0,17,51.7,18,3,20,7,0.4,0,0,0,0,231.34,231.34,1,27
132,15,36,69708.0,882.4,58704.7,0.0,0.0,24,95.07,18,3,7,6,1.0,0,1,0,1,59587.1,59587.1,3,13
133,7,51,211349.0,561.77,181503.42,0.0,0.0,25,61.66,14,2,17,6,1.0,0,0,0,0,182065.19,182065.19,1,23
134,24,32,110036.0,1299.47,65226.01,0.0,0.0,27,27.26,24,4,16,8,0.0,0,0,1,0,66525.48,66525.48,2,24
135,171,35,57540.0,636.08,1522.99,0.0,0.0,28,30.96,19,5,11,9,1.0,0,0,1,0,2159.07,2159.07,2,20
136,23,47,20000.0,100.0,296.11,0.0,0.0,30,21.1,18,3,11,4,1.0,0,0,1,0,396.11,396.11,2,15
137,43,18,118848.0,612.46,0.0,0.0,0.0,22,58.68,21,3,6,11,2.0,0,0,0,0,612.46,612.46,0,17
138,72,35,20000.0,693.38,102.77,0.0,913.58,27,53.09,13,3,20,9,0.0,0,0,0,1,796.15,1709.73,3,29
139,27,43,21996.0,2836.97,2404.85,36054.95,0.0,33,25.19,10,2,15,8,0.0,0,0,0,0,41296.77,41296.77,2,23
140,214,44,149733.0,384.79,0.0,0.0,0.0,27,95.7,17,1,8,6,1.0,1,0,0,1,384.79,384.79,2,14
141,196,54,20000.0,13602.54,2245.48,8919.6,400054.02,19,78.18,18,7,14,8,0.0,0,0,1,0,24767.620000000003,424821.64,4,22
142,17,45,27046.0,100.0,5456.95,14154.21,0.0,30,142.42,15,4,13,9,0.0,1,0,1,0,19711.16,19711.16,4,22
143,41,49,109988.0,7838.1,46685.73,0.0,0.0,42,17.6,17,1,12,11,1.0,0,0,1,0,54523.83,54523.83,2,23
144,21,33,33232.0,783.3,1328.5,0.0,0.0,23,30.56,8,4,32,3,0.2,0,0,0,0,2111.8,2111.8,1,35
145,20,37,30753.0,3981.35,174741.48,0.0,0.0,12,28.3,13,5,15,7,1.0,0,0,1,0,178722.83000000002,178722.83000000002,2,22
146,3,60,20000.0,1236.08,160201.68,0.0,16516.24,21,265.86,13,5,14,8,2.0,0,1,0,0,161437.75999999998,177953.99999999997,3,22
147,56,31,48175.0,6059.2,2293.37,0.0,0.0,19,33.38,22,1,12,6,0.4,0,0,1,0,8352.57,8352.57,2,18
148,41,26,33860.0,613.36,939.11,3849.31,0.0,23,91.12,17,3,26,7,0.4,0,0,0,0,5401.78,5401.78,2,33
149,3,56,45579.0,211.04,12021.79,0.0,0.0,29,75.78,16,2,15,8,3.0,0,0,0,0,12232.830000000002,12232.830000000002,1,23
150,19,40,79868.0,9235.0,0.0,9204.74,0.0,31,30.96,13,1,11,11,0.0,1,0,0,0,18439.739999999998,18439.739999999998,2,22
151,143,35,52585.0,924.99,0.0,3503.55,0.0,28,34.62,12,3,9,2,0.0,0,0,0,0,4428.54,4428.54,1,11
152,16,46,94949.0,1528.95,38656.77,18413.58,22703.76,20,50.31,8,4,13,5,1.0,0,0,1,0,58599.299999999996,81303.06,4,18
153,9,59,29687.0,6989.25,33958.51,0.0,265976.77,30,90.58,15,5,21,7,0.0,1,0,0,1,40947.76,306924.53,4,28
154,40,26,52092.0,233.24,4068.47,0.0,0.0,20,28.86,13,3,8,5,0.2,1,0,1,0,4301.71,4301.71,3,13
155,254,21,158432.0,4018.65,238.48,31710.38,9250.47,23,22.05,21,4,13,5,1.0,0,0,1,0,35967.51,45217.98,4,18
156,16,39,142413.0,452.67,0.0,2659.64,0.0,23,69.81,7,4,20,3,0.0,1,0,1,0,3112.31,3112.31,3,23
157,66,36,67418.0,899.42,3693.98,0.0,0.0,29,13.23,18,4,18,9,1.0,0,0,1,0,4593.4,4593.4,2,27
158,86,57,21996.0,1222.21,1096.92,4703.95,0.0,30,40.54,15,2,17,5,3.0,0,1,1,0,7023.08,7023.08,4,22
159,16,55,51027.0,115.55,1506.91,0.0,0.0,31,77.33,13,6,9,12,0.0,0,1,1,0,1622.46,1622.46,3,21
160,78,30,46334.0,340.95,23015.57,0.0,0.0,21,46.72,7,1,34,6,0.2,0,0,1,0,23356.52,23356.52,2,40
161,27,36,79073.0,8321.6,12917.76,0.0,0.0,35,21.04,14,3,20,8,0.0,0,1,1,0,21239.36,21239.36,3,28
162,60,55,350476.0,6215.19,46924.04,14806.22,66997.32,24,14.87,13,2,7,9,2.0,1,0,0,0,67945.45,134942.77000000002,4,16
163,60,47,39205.0,998.29,411.07,0.0,0.0,25,85.6,18,3,7,11,0.0,0,0,0,0,1409.36,1409.36,1,18
164,46,27,57353.0,1579.22,0.0,3917.93,5071.02,29,28.77,15,2,11,10,1.0,1,0,1,0,5497.15,10568.17,4,21
165,5,58,20000.0,705.31,13601.88,0.0,0.0,22,16.1,19,3,8,8,0.0,0,0,1,0,14307.189999999999,14307.189999999999,2,16
166,108,41,27186.0,8390.67,0.0,0.0,0.0,23,82.36,22,2,13,10,1.0,1,0,1,0,8390.67,8390.67,2,23
167,23,60,89021.0,811.98,0.0,16940.71,0.0,28,62.85,14,5,9,5,0.0,0,0,1,0,17752.69,17752.69,2,14
168,12,29,24536.0,1552.72,6912.41,0.0,0.0,25,14.28,11,2,13,4,2.0,0,0,0,0,8465.13,8465.13,1,17
169,3,46,20000.0,6118.33,120116.6,0.0,0.0,24,247.51,16,4,10,8,0.0,0,0,0,0,126234.93000000001,126234.93000000001,1,18
170,53,52,212961.0,512.55,8778.28,0.0,126077.07,25,21.49,16,3,9,7,0.0,0,1,1,0,9290.83,135367.9,4,16
171,67,44,59131.0,11363.75,24942.66,3683.96,0.0,18,62.01,9,1,7,6,1.0,0,0,0,0,39990.37,39990.37,2,13
172,3,21,46741.0,110.42,1560.83,0.0,0.0,20,162.27,7,5,9,4,2.0,0,0,0,0,1671.25,1671.25,1,13
173,43,53,33988.0,12638.0,3067.37,0.0,0.0,30,67.4,12,2,17,3,0.0,1,0,1,1,15705.369999999999,15705.369999999999,4,20
174,15,62,50446.0,627.03,18432.83,0.0,0.0,28,40.75,14,1,13,8,2.0,0,0,0,0,19059.86,19059.86,1,21
175,62,40,59148.0,762.0,0.0,0.0,0.0,18,10.53,14,5,8,6,0.0,1,0,0,0,762.0,762.0,1,14
176,11,45,86189.0,100.0,0.0,0.0,117847.18,28,169.49,19,2,12,13,1.0,0,1,0,0,100.0,117947.18,2,25
177,70,57,34349.0,554.36,2524.14,150.05,0.0,29,66.16,18,3,14,4,0.0,1,0,1,0,3228.55,3228.55,4,18
178,29,53,31744.0,230.51,46848.3,0.0,0.0,19,10.68,18,2,14,6,2.0,0,0,1,0,47078.810000000005,47078.810000000005,2,20
179,165,52,27491.0,440.77,0.0,0.0,0.0,20,113.94,15,2,13,9,1.0,0,0,1,1,440.77,440.77,2,22
180,8,26,61218.0,892.51,173.39,3996.01,0.0,31,34.78,18,1,18,9,1.0,0,0,1,1,5061.91,5061.91,4,27
181,25,56,92204.0,4613.25,11652.41,0.0,125045.53,19,26.52,18,4,6,10,0.0,0,0,1,0,16265.66,141311.19,3,16
182,7,65,104445.0,1497.28,4599.4,15573.77,0.0,32,20.95,20,3,4,13,2.0,0,0,1,0,21670.45,21670.45,3,17
183,155,33,69696.0,1739.78,0.0,23282.05,0.0,17,37.98,19,1,20,13,0.2,0,0,0,0,25021.829999999998,25021.829999999998,1,33
184,125,55,42067.0,212.03,3390.78,0.0,0.0,27,63.2,13,2,15,7,1.0,1,0,1,1,3602.8100000000004,3602.8100000000004,4,22
185,17,67,64255.0,292.62,9338.41,0.0,0.0,30,22.29,18,4,6,11,3.0,1,0,0,0,9631.03,9631.03,2,17
186,64,25,54115.0,16286.43,584.76,0.0,13074.32,26,36.67,14,4,21,5,2.0,0,0,0,0,16871.19,29945.51,2,26
187,101,32,99219.0,364.02,0.0,0.0,85440.46,31,494.97,14,1,13,9,1.0,1,0,1,0,364.02,85804.48000000001,3,22
188,48,57,56436.0,13151.78,0.0,0.0,0.0,24,48.45,17,7,13,9,1.0,0,0,1,0,13151.78,13151.78,1,22
189,45,52,131646.0,761.59,34238.34,69686.44,2767.8,22,71.72,20,4,17,12,0.0,1,0,1,0,104686.37,107454.17,5,29
190,16,34,182304.0,1650.6,0.0,0.0,21352.49,29,15.38,13,0,7,7,0.0,0,0,1,0,1650.6,23003.09,2,14
191,5,59,78681.0,5461.88,4857.1,9566.72,0.0,27,11.18,10,7,15,8,1.0,0,1,0,0,19885.699999999997,19885.699999999997,3,23
192,136,45,20000.0,7389.67,5155.51,0.0,0.0,30,106.87,13,4,13,8,3.0,0,0,0,0,12545.18,12545.18,1,21
193,138,61,35556.0,928.7,0.0,19363.49,1143.36,28,85.05,14,4,3,11,2.0,1,1,1,0,20292.190000000002,21435.550000000003,5,14
194,60,28,40526.0,612.55,1029.86,27704.21,0.0,11,130.46,11,3,13,10,1.0,1,0,1,0,29346.62,29346.62,4,23
195,24,42,66346.0,1008.4,2026.03,20581.08,0.0,27,31.07,15,7,13,7,2.0,0,0,0,0,23615.510000000002,23615.510000000002,2,20
196,25,57,41236.0,1820.63,24358.57,0.0,0.0,27,90.33,11,3,6,8,1.0,0,0,1,1,26179.2,26179.2,3,14
