tenure_months,monthly_charges,total_charges,contract_monthly,contract_one_year,contract_two_year,tech_support,num_services,senior_citizen,churned
17.618661501821485,43.15991176312596,783.1380005893859,0,1,0,0,2,1,0
18.98937115156314,59.5131067668548,1168.2865026973602,1,0,0,0,4,0,0
4.905326388189738,106.24629257444555,552.3029930418793,1,0,0,0,5,0,1
72.0,45.62107462626394,3569.0115925285245,1,0,0,1,6,0,0
35.81388905131538,41.024239800492396,1328.2312722280985,0,1,0,0,4,0,0
67.32226606299798,50.51769433453903,3165.471713260262,0,1,0,1,5,1,0
54.051647940820715,36.400141752238625,2119.4450971232764,1,0,0,0,1,0,0
21.8653058971986,68.68010947984386,1489.2529715367104,0,1,0,0,1,1,0
61.18644910246572,113.74035375408681,7049.270375735866,0,1,0,1,3,0,0
2.223731014874775,74.69237819348088,171.51138335781621,1,0,0,0,2,0,0
5.235232671150419,57.429394936211374,311.4237432245908,1,0,0,0,1,0,1
1.1107671764839668,56.24566193253368,67.87050354249952,0,1,0,1,5,0,1
9.444770083274083,20.0,207.66969362736253,0,0,1,1,4,0,0
11.811127003061246,91.49329331441477,1128.2210508662122,1,0,0,0,6,0,0
7.597450637011817,62.66488408961594,455.83284950481595,1,0,0,1,4,0,1
42.349388765782415,59.585602592281234,2715.0683432538613,1,0,0,1,3,0,0
10.589447988716884,120.0,1156.169718329099,0,1,0,1,4,0,0
7.915268163221981,73.96258725097059,553.9468452238482,1,0,0,0,1,0,1
18.777769996985903,42.44626849714447,860.39322760794,1,0,0,0,4,0,0
3.6455555476950927,52.2092721138337,181.05089993549336,0,1,0,1,1,0,0
38.89160629859355,99.45337127590264,3651.8025314087395,0,1,0,1,1,0,0
1.8594208514714161,68.39811231613294,117.97616778026054,1,0,0,0,2,0,0
72.0,21.851660650478998,1686.3190778317316,1,0,0,0,3,1,0
35.507610629796275,92.5768680372561,3287.2216853218983,0,1,0,0,5,0,1
5.316946572141263,44.95567743383018,247.38777228681775,1,0,0,0,1,0,1
1.0,120.0,113.73759321780071,1,0,0,0,6,0,1
40.55752265966702,97.40144197143945,4154.231762755481,0,0,1,0,3,0,0
29.45030177728907,51.580343130237466,1598.0493024739496,1,0,0,1,5,0,0
31.335909810911975,103.4304908520534,3119.611254530614,0,1,0,0,6,0,0
35.40514862504432,67.0356653158221,2331.0103884867863,0,0,1,1,4,0,0
1.8463023723311123,90.58321025366658,157.53348436955523,1,0,0,0,3,0,1
10.65342413798958,79.54198451883424,928.1615356678848,1,0,0,0,6,0,1
2.955602510506792,39.6093003502738,120.47846729438865,0,1,0,0,3,0,1
47.724709719797346,45.69350503047614,2370.2320368881547,0,0,1,0,3,1,0
23.431228601096976,95.89882452743484,2158.667670654171,0,0,1,1,4,1,0
9.643651230031224,54.95674003680377,559.8631477272802,0,1,0,1,4,0,0
1.5760335793147893,52.890546102740096,87.78952719375985,1,0,0,0,3,0,0
8.939720409848489,36.34632261951941,337.380741561295,0,1,0,0,6,0,0
9.439541116419152,77.70797196780383,801.83940413308,1,0,0,0,2,0,0
31.389018814985782,120.0,3686.493612413165,1,0,0,1,1,0,1
24.35734461422448,32.97401257237181,743.840817896146,1,0,0,1,4,0,0
52.37404589763635,65.72658370018274,3560.5840973680433,1,0,0,0,2,0,0
15.337587201031436,107.36661666246287,1722.267791933779,0,1,0,1,4,0,0
3.0569374467720456,62.61075826262854,194.27044779411585,1,0,0,1,3,0,1
29.979032263598384,78.57115388749202,2217.369819881623,1,0,0,0,2,0,1
34.329426073844736,33.128194155593604,1138.285415667216,1,0,0,0,6,0,0
19.77329987725989,77.84921291622946,1481.5152185703998,0,0,1,1,6,0,0
35.37335920131275,59.38567204986354,2070.1969208931687,0,1,0,1,5,0,0
16.33955355624667,94.5718998703959,1590.1427903275364,1,0,0,0,1,0,1
17.75229213065441,100.62158154694254,1873.8673494881455,1,0,0,0,1,0,0
13.387540653802256,120.0,1520.4684103768452,1,0,0,0,4,0,1
1.0,82.38899519640727,80.82896551503133,0,0,1,0,1,0,0
2.74001844460478,74.77388949746499,195.4229161486058,0,1,0,1,5,0,0
1.0,70.83152904732007,66.56225232798268,0,1,0,0,6,0,0
24.281509222261185,54.40501121567935,1395.9087131016138,0,1,0,1,2,0,0
9.057521011082397,75.15451530385073,736.430376548379,1,0,0,1,2,0,1
17.05049225122056,56.137957695829115,932.3375862521025,0,0,1,0,6,0,1
57.15037271630341,70.05382928808842,4204.806637671736,0,1,0,0,3,0,0
6.88173175159916,104.5279260682388,776.4475219809004,1,0,0,0,6,1,1
12.678767397184142,34.803723041610766,471.8150380175698,1,0,0,1,2,0,1
33.809979540926,99.19635683387136,3141.0690037755503,0,1,0,0,4,0,0
6.235323766017457,104.51345202019596,711.1460329054339,0,0,1,1,5,0,0
1.9225026852042326,61.45794419026764,115.23885147884442,1,0,0,1,6,0,0
8.21136729328937,20.0,158.9471299580755,0,0,1,0,3,0,0
4.219400604001509,46.76534038716703,180.0533461230696,0,1,0,1,4,0,0
63.718802061134994,103.90983639683327,6602.70142186486,1,0,0,1,6,0,0
39.62128993162967,64.31395813103353,2348.9395258673494,1,0,0,0,4,1,0
24.083860572492746,35.02093303115268,801.0209903551481,1,0,0,0,6,0,0
49.23647353249952,49.856752363153475,2364.8978916101564,0,1,0,1,4,0,1
39.07125457777335,90.2186007951366,3742.6736311933596,1,0,0,1,1,0,0
4.955891432607338,81.40200704604138,433.7153987358455,1,0,0,0,4,0,0
53.539521725653465,57.83203702490917,2973.974910179796,0,1,0,0,1,0,0
18.602397647188127,53.99526764555937,1076.4996912809868,0,1,0,0,2,0,0
39.53635899128559,53.24725552868534,2255.6113102191744,1,0,0,1,1,0,0
54.34182358286955,37.32769446504493,2135.8214954190594,1,0,0,0,4,0,1
9.185537194039643,113.46127068408325,968.5596591812077,1,0,0,0,5,0,1
2.79821184297242,55.330385923659804,160.71953156016204,0,1,0,1,5,0,0
6.208481907345153,101.51475562476489,686.3480315800617,0,0,1,0,2,0,1
13.369384625966745,110.63948155767355,1533.18389396041,1,0,0,1,4,0,1
40.89191343933468,94.94932694443881,3751.9047651058727,0,0,1,0,1,0,0
47.312279325115995,52.05139061845855,2462.9552657248546,0,1,0,1,5,1,0
1.0,77.11190271009828,79.35932978316053,0,1,0,0,6,0,0
17.157027824125336,64.27413180827251,1105.0843779366953,0,1,0,1,3,0,0
12.966559702048112,37.88894417809615,453.9466493767523,1,0,0,1,4,0,0
6.028016118619788,74.73077845164809,433.546121735618,1,0,0,0,6,0,1
3.0643293970955234,29.628806265205924,96.28347564512657,0,1,0,0,6,0,0
9.885805916698379,100.63038165384691,1066.7210547369054,0,1,0,0,4,0,0
68.7149069445876,51.06148108104821,3254.16493973,0,1,0,0,3,0,0
9.369211269155386,71.03478967618518,725.7562434258008,1,0,0,1,5,0,1
17.554867338243646,73.49863614638426,1246.086182112471,0,0,1,1,3,0,0
29.138087445140517,57.23285078887768,1721.792500941563,0,1,0,0,2,1,0
10.847387975207097,82.60081404425824,941.1302981349388,1,0,0,1,1,1,0
72.0,50.75289030132427,3882.1913932767698,1,0,0,1,1,0,0
72.0,91.13891892371733,7147.004264496387,0,1,0,1,6,0,0
6.961471079812927,24.620609592597546,164.98270607689733,0,1,0,0,5,0,0
16.503822683132334,68.79138738639236,1216.7248307789455,1,0,0,0,3,1,0
8.590331041897123,120.0,954.905370790474,0,0,1,0,6,0,1
8.045992233145961,34.99006026183276,293.0747762524056,1,0,0,0,4,0,0
1.0,44.667650884254456,46.82936623299351,1,0,0,0,6,0,0
22.571809703582236,80.41723548976745,1879.6818502171259,0,0,1,0,4,0,0
16.764471187911322,70.38745345818793,1121.5542953488116,0,0,1,0,4,0,0
1.2684260971294194,75.51890297820678,102.93691896929606,0,1,0,1,2,1,0
7.839022104248865,79.67561390442991,583.2140953228818,0,0,1,0,2,0,1
57.33266282614417,84.0416440568531,4388.1841561890515,1,0,0,0,4,0,0
6.572653251409849,98.29099525868669,674.1305255162604,0,0,1,0,5,0,1
3.756740663651274,77.29455970785537,288.9513646765588,1,0,0,0,2,1,1
16.13453062736727,57.762270361443726,997.0366955223637,1,0,0,0,2,0,0
72.0,85.17721103608194,5989.739743539628,1,0,0,0,1,0,0
6.651475525433429,120.0,745.2225786567351,1,0,0,0,6,1,1
26.76372024713504,61.020987608522795,1743.0406634774174,1,0,0,0,1,0,0
34.41330302974711,35.764120859880755,1242.8007473451003,1,0,0,0,5,0,0
6.511996136059339,98.21242007860918,599.8033806340636,1,0,0,0,2,0,1
31.265974283815588,61.38856508139205,2003.973129556564,1,0,0,1,2,1,0
11.004547182343297,20.0,220.58014588336678,0,1,0,0,3,1,0
24.01208994556251,90.42265031451265,2216.534449879929,1,0,0,0,5,0,0
24.092107851303318,48.94015442138232,1169.8507477422463,1,0,0,0,6,0,1
18.417245998856373,62.28400153087517,1222.5121784592868,0,1,0,0,6,0,0
2.271099811478903,74.95940991707043,181.46127296267758,0,0,1,0,6,0,0
43.287475061911124,70.71499039337199,3189.2642929997955,0,1,0,0,5,0,0
9.283447048017518,86.28355451417119,737.7934148668206,1,0,0,1,3,0,1
4.954370558581357,51.935408882904696,274.74517251535383,0,1,0,0,3,0,1
1.0,80.39317394528248,83.14282920345917,1,0,0,0,1,0,0
21.450681710270004,57.21359967248249,1275.6311139323957,1,0,0,1,5,0,0
27.164441622416373,87.16431442662508,2302.884908700935,1,0,0,1,5,0,1
1.0,83.4610245203916,89.79203658769225,0,0,1,0,3,0,0
17.22313402918772,36.93683893866214,664.8429734447066,1,0,0,0,4,1,0
6.163779529318983,97.57946348525097,554.8561636690769,1,0,0,0,4,0,1
24.866984197144607,48.92109664657856,1194.0821615697175,1,0,0,0,1,1,1
4.59850134093921,89.24173394843436,442.0906512887801,0,0,1,0,4,0,0
28.18110066162526,76.01861940204022,1948.2813179615125,0,1,0,0,4,0,0
11.735008823546442,120.0,1538.1545332935034,1,0,0,1,4,0,0
66.24825162730338,58.29602052884444,4000.3949427819657,0,1,0,0,2,0,0
3.5506659225426946,54.520496116454076,198.67052686931353,0,1,0,0,1,0,0
10.011178415884121,64.41741182336803,615.3012017753753,0,1,0,0,3,0,0
2.890662840887914,55.90460651497174,153.48225053424224,1,0,0,1,4,0,1
62.06856953161737,88.9982570582615,6012.379941607444,0,0,1,0,6,0,0
50.360008971863856,20.0,966.5641753787106,1,0,0,1,2,0,0
7.159856881475734,33.38952742560937,252.23693045637174,0,1,0,0,4,0,0
25.89030573705395,32.96591235262421,835.2534930408227,1,0,0,0,2,0,0
40.787617743341315,93.50922775920728,3538.840297844869,1,0,0,0,1,0,0
19.443176656476194,116.31840117745776,2040.286042030281,1,0,0,0,6,0,1
18.102705844654707,61.866523443875856,1129.864689514623,0,1,0,0,6,1,0
6.6450490905096755,59.93534830429968,436.1713347857203,1,0,0,0,6,0,1
2.3454273713985776,67.10156489339545,153.26272946082136,0,1,0,0,4,0,0
54.602957404668544,99.85634907824571,5296.721587183495,1,0,0,1,2,0,0
55.36258626356224,37.17940597428277,1994.1653269650037,0,1,0,0,6,0,0
24.064078067589236,72.15106948204355,1743.3828119425928,0,0,1,0,5,0,1
9.937116235471773,94.25592889347288,925.5170860756631,0,1,0,0,5,1,1
10.309622779479454,80.03282509819536,887.8023742924247,0,1,0,1,2,0,0
31.067170313450834,70.68744849796231,2198.4837983814455,0,1,0,1,4,0,1
54.57833637857405,95.03138277701424,5194.70222142292,1,0,0,0,4,0,0
52.34718166551872,20.0,971.2227220040751,0,0,1,0,1,0,0
36.325492606341676,85.33625958592722,3399.1687571676566,1,0,0,0,1,0,1
24.65545664562492,45.37772950617729,1062.8621444045775,0,1,0,1,6,0,0
2.1094014287060174,20.0,38.5882427915682,0,1,0,1,3,0,0
4.231061152401876,80.33607798574943,350.99776450146203,1,0,0,0,1,0,1
54.91753200426014,106.20975635488873,5944.027861101909,1,0,0,0,4,0,0
22.37985472717415,60.87654456116925,1339.2869718101017,1,0,0,0,3,0,1
1.0,93.58623641608817,92.12988921707806,0,0,1,0,1,0,1
2.567925634462784,113.36834773965936,307.7191327743204,0,0,1,1,2,0,1
26.139897294965785,104.44743360752142,2564.0893672432,0,1,0,0,5,0,0
1.0,114.19893588114178,121.51345352832384,0,1,0,0,1,0,0
4.207579586500778,87.26382473215676,378.0925679006614,0,0,1,1,1,0,1
19.09674830733436,67.26300916704778,1263.6880142576372,1,0,0,1,2,0,0
28.255566879715502,20.0,560.3676366697154,1,0,0,0,4,1,0
25.33059557124597,57.618125356101544,1388.4666811003333,0,1,0,1,6,0,0
6.094796815392588,39.702602140514244,254.18058268951916,0,0,1,0,2,0,1
29.890014933564935,120.0,3596.037621782278,0,0,1,1,6,0,0
6.499770217267342,59.723425627029904,374.2801003508817,1,0,0,1,1,0,0
9.447237814034027,68.69614420353457,661.4559012865915,1,0,0,0,4,1,1
32.93658123997898,81.54456128121403,2952.0876931084354,1,0,0,1,3,0,0
25.170571543266433,66.30807339117361,1647.4024974055903,1,0,0,1,1,0,0
45.40694585912162,115.8515312129226,5703.070616551477,1,0,0,0,2,0,0
25.723518916074298,46.320519147966436,1154.5934342835578,0,1,0,0,3,0,0
20.161063334094177,70.83822365711728,1300.990087113762,1,0,0,1,5,0,0
2.3605694747618515,42.72588242905855,94.89153858915584,0,0,1,0,3,0,0
11.001991372968481,25.399324663378827,274.89913376053033,1,0,0,0,2,0,0
7.395843548611948,46.64692727284144,325.648557626606,0,1,0,1,3,0,0
6.712804887898111,63.88889608854764,386.00579869492145,1,0,0,1,2,0,0
72.0,52.120933264482204,4064.1830463745073,1,0,0,0,1,0,0
11.98529992896057,44.22737060378432,566.5349046184538,1,0,0,0,4,0,0
53.42532506996454,22.810476089844983,1277.71132974078,0,0,1,0,5,0,0
23.936025257675595,62.506832821139156,1396.7642855004267,0,0,1,0,4,0,0
38.01180606452159,20.0,702.5134568258936,1,0,0,0,4,0,0
16.76244778533049,87.80167891068808,1344.4936951184136,1,0,0,1,4,0,1
20.64374166339804,67.4731925880351,1455.3091706287853,0,0,1,0,2,0,1
16.279042400200645,21.273455016052083,376.0116997799347,1,0,0,0,2,0,1
5.213157487805724,55.7237276885041,286.46074711959,1,0,0,0,5,0,1
30.762283273579293,42.435307832282504,1205.971676800994,0,1,0,1,2,0,0
7.909856840790311,74.57523531257542,591.3414892094968,0,0,1,0,6,1,1
1.0,105.21351338069434,102.03252815522725,1,0,0,0,2,0,1
24.88725087108657,20.0,485.28396337969605,1,0,0,0,2,0,1
4.678405685395744,68.45078237442252,328.01152609343126,0,0,1,0,2,1,1
67.70599553455928,60.19601613300079,4253.914072760617,1,0,0,0,1,0,0
72.0,85.14020229351397,5652.6872126870085,1,0,0,0,5,0,0
59.12423723121219,71.39589884713067,3829.1521508899846,0,1,0,0,6,0,0
11.0948975159368,42.44092004783543,517.4314774950298,0,0,1,0,2,0,0
1.0,55.42838193000146,52.46549489892728,1,0,0,0,5,0,1
63.252562975965354,41.11922429589533,2368.808214742967,0,0,1,0,3,0,0
13.414518649273472,97.28021415795794,1224.0267394222585,0,1,0,0,1,0,1
72.0,65.63934946015827,4290.253059764077,1,0,0,0,2,0,0
72.0,120.0,8453.049225898472,0,0,1,0,6,0,0
46.01728841230606,63.18017558556138,3083.219763762012,1,0,0,0,1,0,0
8.370625636131846,43.74779699268612,354.56928785024445,1,0,0,1,6,1,0
11.671006370368646,20.0,230.8143841517935,0,1,0,0,1,1,0
45.71343965947391,20.0,946.3754947033856,1,0,0,0,3,0,0
9.14750955433721,20.0,183.2756254505089,1,0,0,0,5,1,1
4.457246791098115,73.0137995303445,348.966338329376,1,0,0,1,1,0,1
19.529687809445466,80.26175069689802,1682.2381617633575,1,0,0,1,4,1,1
66.031043299369,20.0,1191.176433641055,0,0,1,0,3,0,0
28.579814346190492,91.85114942228347,2771.06804686643,0,1,0,0,4,0,1
20.258696074455735,50.508168449496814,1015.1939251259467,0,0,1,0,3,0,0
2.4534767363837493,69.40379035956649,186.92859573929417,1,0,0,0,4,0,0
22.908737172425226,113.36661884766272,2588.376526856469,1,0,0,0,4,0,1
72.0,91.90517947596595,7261.547855426805,1,0,0,1,6,1,0
3.6220940794143397,56.94408056282503,216.75815029717927,1,0,0,0,1,0,1
17.53188779955609,38.264233237541376,637.1148506384534,1,0,0,1,1,0,0
50.36660730961907,20.0,1015.06744557001,0,1,0,0,3,0,1
32.40082196048808,43.42540042272739,1545.5074740130958,0,0,1,1,5,0,0
28.657786207240154,58.66609283516917,1801.4593226269021,0,0,1,1,6,0,0
29.094901349387758,35.384614185464486,946.6087474776616,1,0,0,0,1,0,0
10.691816215558779,61.06229098723086,679.81347767829,0,0,1,0,1,0,1
8.341490022410284,67.30555648876305,544.0894196588118,1,0,0,0,6,0,0
39.7769881742331,58.25432054575764,2088.699111000898,1,0,0,0,2,0,0
39.87187677808869,45.49992257529621,1779.1469722487202,0,0,1,0,6,0,0
48.430801136829956,70.05964015900183,3213.04649014169,0,1,0,0,1,0,0
58.670783084079275,78.25821948708227,4884.286823030175,1,0,0,0,5,0,0
17.18623768638969,32.28802767671462,536.8563528797237,1,0,0,1,2,0,0
16.70842506122878,107.3279713923881,1910.7497945060152,1,0,0,0,4,1,1
38.4227983754037,62.042356031472146,2145.741921093425,0,1,0,1,6,0,0
25.193257797307204,65.56548868834543,1588.3190760851462,1,0,0,0,4,0,0
29.053215564276407,86.24643269769672,2376.0218623081396,0,0,1,1,2,0,0
38.12686739890091,71.99648393790505,2598.7288563974826,1,0,0,0,2,0,1
52.97576343232241,93.59409901739735,4530.01380004963,1,0,0,0,2,0,1
9.8995777713037,73.61372495605472,683.1434833389071,1,0,0,1,3,0,0
11.302482929461352,46.626878760786866,532.8544203727087,0,1,0,0,6,0,0
2.368704940496653,75.84510575618305,172.15808491517183,1,0,0,1,5,0,1
20.72193663862643,30.688213780380146,625.413172366883,0,1,0,0,5,0,0
1.0,68.2567911732957,66.57585684636402,0,0,1,0,4,0,0
15.038566756370631,64.00310028066617,1034.8777141578591,0,0,1,0,4,0,0
18.775070056491025,58.756494281823805,1192.5790060126901,0,0,1,1,4,0,0
8.10313584754854,61.143874656832075,494.7592188782495,0,0,1,0,6,1,0
21.447180723508207,20.0,414.3729103565892,0,1,0,1,1,0,0
1.0,48.538252767771155,44.72121140432257,0,0,1,1,4,0,0
1.0,67.78534703423344,73.93216133928064,1,0,0,0,2,0,1
41.50443286891526,69.79569175992201,2642.0409942950205,1,0,0,0,4,0,0
10.718040580985873,34.169745772221255,351.4113039071503,1,0,0,1,2,1,0
3.261336991138272,102.97123522594103,322.26105935455183,1,0,0,0,3,0,1
17.727686118696376,39.01475455356497,666.7977443208929,1,0,0,0,1,0,0
35.27155057069764,94.08371601580211,3095.667165599096,0,0,1,0,1,0,0
5.83483208231768,77.81583085615054,479.75576022722566,1,0,0,0,6,0,1
23.40527084775583,45.61318070468591,986.9854340416797,1,0,0,0,6,0,0
2.1410646957575348,118.25932677828536,260.0325661890686,0,1,0,0,5,0,0
1.2735623018474258,29.190895047305595,34.379611607749645,1,0,0,1,3,0,0
18.1898145750125,92.57462520830005,1539.278947601754,1,0,0,0,6,0,0
18.669850624673813,95.01746954128934,1919.2244362898705,1,0,0,0,2,0,1
24.34889875691078,44.881393727700654,1025.086279693094,1,0,0,1,3,1,0
31.07905351000042,106.77395900192985,3531.6430457300326,1,0,0,1,1,0,0
72.0,57.49860456203142,4176.852992916557,0,1,0,1,2,0,0
17.430986861528552,73.66080887839571,1175.57578461606,0,1,0,0,3,0,0
9.36047313854349,72.80965516313663,743.6133995619009,1,0,0,1,1,0,1
38.05569551358447,60.97073775588357,2202.8594486937554,1,0,0,0,6,0,0
7.580435170467295,89.32424819479346,725.8210445029878,1,0,0,0,2,0,1
13.871602350559233,88.80466161656639,1150.2668159771817,0,1,0,0,2,0,1
1.9609240460080777,20.0,41.99470135418301,1,0,0,0,1,0,0
1.0,104.13020728634459,93.99269036370623,1,0,0,1,2,0,1
72.0,20.0,1443.3927714920105,0,1,0,0,6,0,0
43.3864234107615,95.97638613024972,4388.467792991527,1,0,0,1,6,0,0
28.5754255871842,98.8011541048275,3068.79536192362,1,0,0,1,6,0,1
12.620631467163406,32.27100709354405,440.61249671421376,1,0,0,0,1,0,1
4.567356867410609,52.67557136136246,255.9677227016278,0,0,1,0,4,0,0
4.082897797748499,31.828859945421925,140.04338452296176,0,0,1,0,4,0,0
6.912143739038006,58.55236909133794,380.37588581248644,0,1,0,0,2,0,0
19.12297555951955,55.75897147442776,1020.2535650165813,1,0,0,0,6,0,0
30.09238290664262,88.3898159680802,2547.5973433991553,0,1,0,1,2,0,0
25.90536839272316,104.30926238358825,2635.7256361926575,0,0,1,0,1,0,0
7.881894273335902,106.87051432369869,824.3699968397261,0,0,1,0,2,0,1
72.0,48.13495920265093,3496.6002923678643,1,0,0,1,5,0,0
32.13641771700543,58.72334378766416,1758.7857870093974,0,0,1,0,4,0,0
19.39753156635195,20.0,402.78948411803196,1,0,0,1,2,0,1
22.70473132889844,40.82389800511434,865.2694112083705,1,0,0,0,2,1,1
13.056908772769233,93.94554899292373,1180.1018804245164,0,1,0,0,3,0,1
6.8318710145775245,113.46748470644695,775.713845714135,1,0,0,0,2,0,1
10.560339103754698,27.969533843602342,312.87955900479665,0,0,1,0,5,0,0
34.036364346161115,47.226072225413176,1684.3885520436997,1,0,0,0,4,1,1
1.0,64.20782729123219,66.07671625550168,0,1,0,1,3,0,1
2.961129413759425,73.4048347645882,202.3969068474511,0,0,1,0,1,0,1
1.1302650468604927,40.711894402350616,46.44819172585336,0,0,1,1,1,0,0
1.0,77.7218313339227,71.30894865325688,1,0,0,0,4,1,1
46.420872806775805,50.78481958787252,2299.6529856898296,1,0,0,0,1,1,0
29.18977468081652,64.56643187365162,1852.0808721450132,0,1,0,0,5,1,0
15.426830265909416,81.38852744011099,1140.0074844752776,1,0,0,1,2,0,1
2.470966042747518,65.19266809432814,153.8072688054164,0,0,1,0,4,0,1
16.236431179133596,51.90842328420294,919.6125038001162,0,0,1,0,3,1,0
15.394807970264909,61.711705882225075,1036.233673563946,1,0,0,1,2,1,1
4.564673107205399,62.34911122383994,276.1976693929235,1,0,0,0,1,0,1
13.653579151255773,53.89966910353617,668.6747342276066,1,0,0,1,1,0,0
12.200078749996965,57.236118119986926,653.468500824751,0,0,1,0,3,0,0
22.961338389915227,112.95941511514151,2537.7884268599087,1,0,0,1,5,1,1
24.19474886498189,81.82758343823716,2157.1004865238183,1,0,0,1,3,1,0
1.1126957764928336,56.13559045912519,57.9795614785569,1,0,0,1,4,1,1
11.265216111721477,85.90863213532207,1018.7843429735113,0,1,0,0,3,1,1
23.594999874785486,54.9854153073197,1195.843310000783,1,0,0,0,1,1,1
16.786546862586952,100.19373912759923,1843.7929849524003,1,0,0,1,5,0,0
46.592386876210526,76.08926576594281,3461.2423317354446,0,0,1,0,5,0,0
25.799394337319946,61.78093567987313,1681.6505786641899,0,0,1,0,6,0,0
4.268468850415376,78.43150777430833,324.2428993045286,0,1,0,1,3,0,1
1.7563784701497802,20.0,36.024508871595316,1,0,0,0,4,0,0
24.681459530613388,31.19697593270584,722.5581829924465,1,0,0,0,1,1,0
1.0,29.182249808028338,27.11626919969488,0,1,0,0,2,0,1
21.152337067374976,69.2882928429112,1594.0155026192492,1,0,0,0,5,0,0
67.61413092929165,116.97544998455277,8569.844008783186,0,0,1,0,3,0,0
20.562778693861066,120.0,2658.7519569035458,0,1,0,1,6,0,0
11.791216613373773,84.14153304322272,1017.0203262244489,1,0,0,0,4,0,1
24.739851788279566,80.0253342483337,2101.8777086946943,0,0,1,1,4,0,0
14.71094337722619,20.0,268.8593746694329,0,0,1,1,1,0,0
18.931544653831683,48.71978600797935,891.8646427376776,1,0,0,1,5,0,0
68.11505150959198,41.366487442752835,2712.6954112888916,0,1,0,0,1,0,0
11.710260656404492,46.37457205246652,557.7909908727471,1,0,0,1,6,0,0
72.0,59.955685442456314,4192.44878574801,1,0,0,0,2,0,0
56.58182841047806,50.83728266908618,2674.2547180111924,1,0,0,0,2,0,0
5.2295102625708,20.0,106.60810749491728,0,1,0,1,2,0,0
